sku_id,category,region,customer_tier,current_price,recommended_price,price_change_pct,predicted_current_units,predicted_recommended_units,current_revenue,projected_revenue,current_gross_profit,projected_gross_profit,gross_profit_lift,gross_margin_pct,expected_ending_inventory,expected_weeks_of_cover,elasticity,elasticity_confidence,recommendation_action,reason_code,guardrail_triggered,approval_status,policy_version,pricing_action,pricing_reason_code,modeled_gp_lift,on_hand_inventory,on_order_inventory,average_weekly_demand,demand_std,inventory_turns,on_hand_weeks_of_cover,available_weeks_of_cover,sell_through_rate,stockout_probability,safety_stock,reorder_point,excess_units,excess_inventory_value,lost_sales_estimate,obsolescence_risk_score,inventory_status,inventory_action,inventory_reason_code,recommended_order_quantity,transfer_candidate_flag,pricing_confidence,inventory_confidence,joint_confidence,joint_confidence_score,manual_review_required,generated_at
SKU-00299,Tools,Northern BC,Retail,286.65,315.99,0.1024,7.65,7.575813868591429,2192.8725,2393.881424336206,505.58849999999984,722.9599174796801,217.3714174796803,0.3020032279502516,45.294186131408566,5.97878814303949,-0.1,0.905,Increase,NO_MATERIAL_OPPORTUNITY,MAX_MOVE,Pending,v2.0.0-inventory-engine,Increase,NO_MATERIAL_OPPORTUNITY,217.3714174796803,87.08,16.95,9.062,2.275,0.34,9.61,11.48,0.1582,0.0,8.03,49.46,31.53,6954.26,10.42,1.0,OBSOLETE_RISK,STOP_OR_DELAY_ORDER,OBSOLESCENCE_STOP_ORDER,0.0,False,0.905,0.905,HIGH,0.905,False,2026-06-19T14:14:10.151494
SKU-00299,Tools,Northern BC,Trade,269.45,269.99,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.965,Hold,NO_MATERIAL_OPPORTUNITY,,Pending,v2.0.0-inventory-engine,Hold,NO_MATERIAL_OPPORTUNITY,0.0,87.08,16.95,9.062,2.275,0.34,9.61,11.48,0.1582,0.0,8.03,49.46,31.53,6954.26,10.42,1.0,OBSOLETE_RISK,STOP_OR_DELAY_ORDER,OBSOLESCENCE_STOP_ORDER,0.0,False,0.965,0.926,HIGH,0.926,False,2026-06-19T14:14:10.151576
SKU-00299,Tools,Vancouver Island,Fleet,246.71,258.99,0.0498,12.02,11.961753360107878,2965.4542,3097.9745027343392,314.3230000000003,459.69018162894554,145.36718162894522,0.1483841074944978,13.86824663989212,1.1593824268390573,-0.1,1.0,Increase,PRICE_LADDER_CONSTRAINT,"MAX_MOVE,TIER_LADDER,STOCKOUT_PROTECTION,MAP",Pending,v2.0.0-inventory-engine,Increase,PRICE_LADDER_CONSTRAINT,145.36718162894522,205.67000000000002,0.0,10.761,2.088,0.136,19.11,19.11,0.1491,0.0,7.37,56.56,119.58,26374.56,0.0,0.923,OBSOLETE_RISK,STOP_OR_DELAY_ORDER,OBSOLESCENCE_STOP_ORDER,0.0,False,1.0,0.938,HIGH,0.938,False,2026-06-19T14:14:10.151657
SKU-00299,Tools,Vancouver Island,Retail,291.06,320.99,0.1028,12.56,12.437661747059982,3655.7136,3992.365044188784,885.48,1249.114369257234,363.6343692572341,0.31287579052306924,16.632338252940016,1.3372560366398107,-0.1,1.0,Increase,NO_MATERIAL_OPPORTUNITY,MAX_MOVE,Pending,v2.0.0-inventory-engine,Increase,NO_MATERIAL_OPPORTUNITY,363.6343692572341,205.67000000000002,0.0,10.761,2.088,0.136,19.11,19.11,0.1491,0.0,7.37,56.56,119.58,26374.56,0.0,0.923,OBSOLETE_RISK,STOP_OR_DELAY_ORDER,OBSOLESCENCE_STOP_ORDER,0.0,False,1.0,0.938,HIGH,0.938,False,2026-06-19T14:14:10.151736
SKU-00299,Tools,Vancouver Island,Trade,265.9,291.99,0.0981,11.45,11.343328846703207,3044.5549999999994,3312.1385899488696,519.1429999999996,810.2539795200105,291.1109795200109,0.24463166546799558,139.4266711532968,12.291512750581976,-0.1,0.98,Increase,PRICE_LADDER_CONSTRAINT,"MAX_MOVE,TIER_LADDER",Pending,v2.0.0-inventory-engine,Increase,PRICE_LADDER_CONSTRAINT,291.1109795200109,205.67000000000002,0.0,10.761,2.088,0.136,19.11,19.11,0.1491,0.0,7.37,56.56,119.58,26374.56,0.0,0.923,OBSOLETE_RISK,STOP_OR_DELAY_ORDER,OBSOLESCENCE_STOP_ORDER,0.0,False,0.98,0.931,HIGH,0.931,False,2026-06-19T14:14:10.151816
SKU-00300,Fluids,Interior,Fleet,315.5,319.99,0.0142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.305,Increase,LOW_MARGIN_PROTECTION,MARGIN_FLOOR,Pending,v2.0.0-inventory-engine,Increase,LOW_MARGIN_PROTECTION,0.0,27.95,69.3,73.322,11.45,3.251,0.38,1.33,0.789,1.0,41.64,397.77,0.0,0.0,112.35,0.299,STOCKOUT_RISK,EXPEDITE_ORDER,HIGH_STOCKOUT_RISK,312.0,False,0.305,0.687,MEDIUM,0.687,False,2026-06-19T14:14:10.151899
SKU-00300,Fluids,Interior,Retail,355.39,366.99,0.0326,70.46,70.2340538326901,25040.779399999996,25775.195416058938,5640.323,6436.95103376605,796.6280337660501,0.2497343251859725,0.0,0.0,-0.1,0.395,Increase,NO_MATERIAL_OPPORTUNITY,MAX_MOVE,Pending,v2.0.0-inventory-engine,Increase,NO_MATERIAL_OPPORTUNITY,796.6280337660501,27.95,69.3,73.322,11.45,3.251,0.38,1.33,0.789,1.0,41.64,397.77,0.0,0.0,112.35,0.299,STOCKOUT_RISK,EXPEDITE_ORDER,HIGH_STOCKOUT_RISK,312.0,False,0.395,0.718,HIGH,0.718,False,2026-06-19T14:14:10.151979
SKU-00300,Fluids,Interior,Trade,327.97,337.99,0.0306,34.0,33.89783363493243,11150.980000000001,11457.128790270814,1789.420000000002,2123.6992772285193,334.27927722851746,0.18536051362466366,0.0,0.0,-0.1,0.29,Test,NO_MATERIAL_OPPORTUNITY,MAX_MOVE,Pending,v2.0.0-inventory-engine,Test,NO_MATERIAL_OPPORTUNITY,334.27927722851746,27.95,69.3,73.322,11.45,3.251,0.38,1.33,0.789,1.0,41.64,397.77,0.0,0.0,112.35,0.299,STOCKOUT_RISK,EXPEDITE_ORDER,HIGH_STOCKOUT_RISK,312.0,False,0.29,0.681,MEDIUM,0.681,False,2026-06-19T14:14:10.152066
SKU-00300,Fluids,Lower Mainland,Fleet,298.47,319.99,0.0721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.165,Manual Review,PRICE_LADDER_CONSTRAINT,"MARGIN_FLOOR,TIER_LADDER,STOCKOUT_PROTECTION,MARGIN_FLOOR",Pending,v2.0.0-inventory-engine,Manual Review,PRICE_LADDER_CONSTRAINT,0.0,0.0,42.41,111.713,19.747,90.413,0.0,0.38,0.0,1.0,71.81,614.41,0.0,0.0,311.68,0.449,STOCKOUT,EXPEDITE_ORDER,STOCKOUT_EXPEDITE,576.0,False,0.165,0.638,MEDIUM,0.638,False,2026-06-19T14:14:10.152148
SKU-00300,Fluids,Lower Mainland,Retail,348.71,348.99,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.26,Hold,NO_MATERIAL_OPPORTUNITY,,Pending,v2.0.0-inventory-engine,Hold,NO_MATERIAL_OPPORTUNITY,0.0,0.0,42.41,111.713,19.747,90.413,0.0,0.38,0.0,1.0,71.81,614.41,0.0,0.0,311.68,0.449,STOCKOUT,EXPEDITE_ORDER,STOCKOUT_EXPEDITE,576.0,False,0.26,0.671,MEDIUM,0.671,False,2026-06-19T14:14:10.152229
SKU-00300,Fluids,Lower Mainland,Trade,319.44,319.99,0.0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10000000000000002,0.23,Hold,LOW_MARGIN_PROTECTION,MARGIN_FLOOR,Pending,v2.0.0-inventory-engine,Hold,LOW_MARGIN_PROTECTION,0.0,0.0,42.41,111.713,19.747,90.413,0.0,0.38,0.0,1.0,71.81,614.41,0.0,0.0,311.68,0.449,STOCKOUT,EXPEDITE_ORDER,STOCKOUT_EXPEDITE,576.0,False,0.23,0.661,MEDIUM,0.661,False,2026-06-19T14:14:10.152310
SKU-00300,Fluids,Northern BC,Fleet,300.76,319.99,0.0639,62.51,62.12377897291682,18800.507599999997,19878.988033543654,1589.0041999999994,2773.82673114074,1184.8225311407405,0.13953561048782792,0.0,0.0,-0.1,0.48,Increase,PRICE_LADDER_CONSTRAINT,"MAX_MOVE,TIER_LADDER,STOCKOUT_PROTECTION,MARGIN_FLOOR",Pending,v2.0.0-inventory-engine,Increase,PRICE_LADDER_CONSTRAINT,1184.8225311407405,46.39,84.78,61.749,7.601,1.365,0.75,2.12,0.7261,1.0,27.64,327.56,0.0,0.0,66.66,0.149,STOCKOUT_RISK,EXPEDITE_ORDER,HIGH_STOCKOUT_RISK,204.0,False,0.48,0.748,HIGH,0.748,False,2026-06-19T14:14:10.152395
SKU-00300,Fluids,Northern BC,Retail,356.35,356.99,0.0018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.465,Hold,COMPETITOR_PRICE_GAP,,Pending,v2.0.0-inventory-engine,Hold,COMPETITOR_PRICE_GAP,0.0,46.39,84.78,61.749,7.601,1.365,0.75,2.12,0.7261,1.0,27.64,327.56,0.0,0.0,66.66,0.149,STOCKOUT_RISK,EXPEDITE_ORDER,HIGH_STOCKOUT_RISK,204.0,False,0.465,0.743,HIGH,0.743,False,2026-06-19T14:14:10.152478
SKU-00300,Fluids,Northern BC,Trade,315.45,324.99,0.0302,60.45,60.27016196890991,19068.9525,19587.199938276033,2424.6494999999995,2992.413541756381,567.7640417563816,0.152773931505585,0.0,0.0,-0.1,0.515,Increase,NO_MATERIAL_OPPORTUNITY,"MAX_MOVE,STOCKOUT_PROTECTION",Pending,v2.0.0-inventory-engine,Increase,NO_MATERIAL_OPPORTUNITY,567.7640417563816,46.39,84.78,61.749,7.601,1.365,0.75,2.12,0.7261,1.0,27.64,327.56,0.0,0.0,66.66,0.149,STOCKOUT_RISK,EXPEDITE_ORDER,HIGH_STOCKOUT_RISK,204.0,False,0.515,0.76,HIGH,0.76,False,2026-06-19T14:14:10.152561
SKU-00300,Fluids,Vancouver Island,Fleet,298.24,319.99,0.0729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.38,Increase,PRICE_LADDER_CONSTRAINT,"MARGIN_FLOOR,TIER_LADDER,STOCKOUT_PROTECTION,MARGIN_FLOOR",Pending,v2.0.0-inventory-engine,Increase,PRICE_LADDER_CONSTRAINT,0.0,0.0,15.889999999999999,70.94,9.943,81.441,0.0,0.22,1.0,1.0,36.16,380.72,0.0,0.0,155.21,0.299,STOCKOUT,EXPEDITE_ORDER,STOCKOUT_EXPEDITE,372.0,False,0.38,0.713,HIGH,0.713,False,2026-06-19T14:14:10.152642
SKU-00300,Fluids,Vancouver Island,Retail,347.07,347.99,0.0027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.38,Hold,NO_MATERIAL_OPPORTUNITY,,Pending,v2.0.0-inventory-engine,Hold,NO_MATERIAL_OPPORTUNITY,0.0,0.0,15.889999999999999,70.94,9.943,81.441,0.0,0.22,1.0,1.0,36.16,380.72,0.0,0.0,155.21,0.299,STOCKOUT,EXPEDITE_ORDER,STOCKOUT_EXPEDITE,372.0,False,0.38,0.713,HIGH,0.713,False,2026-06-19T14:14:10.152730
SKU-00300,Fluids,Vancouver Island,Trade,318.59,328.99,0.0326,64.13,63.924329905431975,20431.176699999996,21030.465295588067,2773.6224999999977,3429.5402994264296,655.9177994264319,0.16307486549743172,0.0,0.0,-0.1,0.37,Increase,NO_MATERIAL_OPPORTUNITY,MAX_MOVE,Pending,v2.0.0-inventory-engine,Increase,NO_MATERIAL_OPPORTUNITY,655.9177994264319,0.0,15.889999999999999,70.94,9.943,81.441,0.0,0.22,1.0,1.0,36.16,380.72,0.0,0.0,155.21,0.299,STOCKOUT,EXPEDITE_ORDER,STOCKOUT_EXPEDITE,372.0,False,0.37,0.71,HIGH,0.71,False,2026-06-19T14:14:10.152812
SKU-00301,Fluids,Interior,Fleet,160.4,183.99,0.1471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.305,Increase,PRICE_LADDER_CONSTRAINT,"MARGIN_FLOOR,MAP,TIER_LADDER,STOCKOUT_PROTECTION,MAP",Pending,v2.0.0-inventory-engine,Increase,PRICE_LADDER_CONSTRAINT,0.0,0.0,35.029999999999994,71.501,24.325,80.672,0.0,0.49,0.0,0.9895,47.97,150.12,0.0,0.0,193.97,0.425,STOCKOUT,EXPEDITE_ORDER,STOCKOUT_EXPEDITE,287.0,False,0.305,0.687,MEDIUM,0.687,False,2026-06-19T14:14:10.152894
SKU-00301,Fluids,Interior,Retail,187.51,187.99,0.0026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.395,Hold,NO_MATERIAL_OPPORTUNITY,,Pending,v2.0.0-inventory-engine,Hold,NO_MATERIAL_OPPORTUNITY,0.0,0.0,35.029999999999994,71.501,24.325,80.672,0.0,0.49,0.0,0.9895,47.97,150.12,0.0,0.0,193.97,0.425,STOCKOUT,EXPEDITE_ORDER,STOCKOUT_EXPEDITE,287.0,False,0.395,0.718,HIGH,0.718,False,2026-06-19T14:14:10.152974
SKU-00301,Fluids,Interior,Trade,175.42,183.99,0.0489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.29,Test,MAP_CONSTRAINT,"MAP,STOCKOUT_PROTECTION,MAP",Pending,v2.0.0-inventory-engine,Test,MAP_CONSTRAINT,0.0,0.0,35.029999999999994,71.501,24.325,80.672,0.0,0.49,0.0,0.9895,47.97,150.12,0.0,0.0,193.97,0.425,STOCKOUT,EXPEDITE_ORDER,STOCKOUT_EXPEDITE,287.0,False,0.29,0.681,MEDIUM,0.681,False,2026-06-19T14:14:10.153055
SKU-00301,Fluids,Lower Mainland,Fleet,162.65,183.99,0.1312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.165,Manual Review,PRICE_LADDER_CONSTRAINT,"MARGIN_FLOOR,MAP,TIER_LADDER,STOCKOUT_PROTECTION,MAP",Pending,v2.0.0-inventory-engine,Manual Review,PRICE_LADDER_CONSTRAINT,0.0,0.0,50.239999999999995,115.259,28.837,90.569,0.0,0.44,1.0,0.9995,56.87,221.53,0.0,0.0,308.59,0.275,STOCKOUT,EXPEDITE_ORDER,STOCKOUT_EXPEDITE,462.0,False,0.165,0.638,MEDIUM,0.638,False,2026-06-19T14:14:10.153136
SKU-00301,Fluids,Lower Mainland,Retail,192.17,192.99,0.0043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.26,Hold,NO_MATERIAL_OPPORTUNITY,,Pending,v2.0.0-inventory-engine,Hold,NO_MATERIAL_OPPORTUNITY,0.0,0.0,50.239999999999995,115.259,28.837,90.569,0.0,0.44,1.0,0.9995,56.87,221.53,0.0,0.0,308.59,0.275,STOCKOUT,EXPEDITE_ORDER,STOCKOUT_EXPEDITE,462.0,False,0.26,0.671,MEDIUM,0.671,False,2026-06-19T14:14:10.153214
SKU-00301,Fluids,Lower Mainland,Trade,171.66,183.99,0.0718,9.44,9.374745426262809,1620.4704,1724.8594109780943,334.6479999999999,447.92533646683705,113.27733646683714,0.2596880265231806,0.0,0.0,-0.10000000000000002,0.23,Manual Review,MAP_CONSTRAINT,"MAX_MOVE,MAP,STOCKOUT_PROTECTION,MAP",Pending,v2.0.0-inventory-engine,Manual Review,MAP_CONSTRAINT,113.27733646683714,0.0,50.239999999999995,115.259,28.837,90.569,0.0,0.44,1.0,0.9995,56.87,221.53,0.0,0.0,308.59,0.275,STOCKOUT,EXPEDITE_ORDER,STOCKOUT_EXPEDITE,462.0,False,0.23,0.661,MEDIUM,0.661,False,2026-06-19T14:14:10.153293
SKU-00301,Fluids,Northern BC,Fleet,161.58,183.99,0.1387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.48,Increase,PRICE_LADDER_CONSTRAINT,"MARGIN_FLOOR,MAP,TIER_LADDER,STOCKOUT_PROTECTION,MAP",Pending,v2.0.0-inventory-engine,Increase,PRICE_LADDER_CONSTRAINT,0.0,13.899999999999999,71.47999999999999,52.996,8.997,6.077,0.26,1.61,0.865,0.1842,17.74,93.45,0.0,0.0,66.81,0.125,STOCKOUT_RISK,REPLENISH,UNDERSTOCKED_REPLENISH,9.0,False,0.48,0.748,HIGH,0.748,False,2026-06-19T14:14:10.153375
SKU-00301,Fluids,Northern BC,Retail,188.46,194.99,0.0346,40.38,40.24268964502113,7610.014800000001,7846.92205388267,2109.8550000000005,2365.465297334342,255.61029733434134,0.30145135647981947,0.0,0.0,-0.1,0.465,Increase,NO_MATERIAL_OPPORTUNITY,"MAX_MOVE,STOCKOUT_PROTECTION",Pending,v2.0.0-inventory-engine,Increase,NO_MATERIAL_OPPORTUNITY,255.61029733434134,13.899999999999999,71.47999999999999,52.996,8.997,6.077,0.26,1.61,0.865,0.1842,17.74,93.45,0.0,0.0,66.81,0.125,STOCKOUT_RISK,REPLENISH,UNDERSTOCKED_REPLENISH,9.0,False,0.465,0.743,HIGH,0.743,False,2026-06-19T14:14:10.153457
SKU-00301,Fluids,Northern BC,Trade,176.54,183.99,0.0422,48.67,48.4692429586379,8592.2018,8917.856011959788,1962.8611,2315.8604285637193,352.99932856371925,0.2596880265231806,0.0,0.0,-0.1,0.515,Increase,PRICE_LADDER_CONSTRAINT,"MAX_MOVE,TIER_LADDER,STOCKOUT_PROTECTION,MAP",Pending,v2.0.0-inventory-engine,Increase,PRICE_LADDER_CONSTRAINT,352.99932856371925,13.899999999999999,71.47999999999999,52.996,8.997,6.077,0.26,1.61,0.865,0.1842,17.74,93.45,0.0,0.0,66.81,0.125,STOCKOUT_RISK,REPLENISH,UNDERSTOCKED_REPLENISH,9.0,False,0.515,0.76,HIGH,0.76,False,2026-06-19T14:14:10.153540
SKU-00301,Fluids,Vancouver Island,Fleet,162.86,183.99,0.1297,19.78,19.54016867691011,3221.3708000000006,3595.1956348646913,527.1370000000002,933.6292593827652,406.49225938276504,0.2596880265231806,0.0,0.0,-0.1,0.38,Increase,PRICE_LADDER_CONSTRAINT,"MAX_MOVE,MAP,TIER_LADDER,STOCKOUT_PROTECTION,MAP",Pending,v2.0.0-inventory-engine,Increase,PRICE_LADDER_CONSTRAINT,406.49225938276504,32.06,44.459999999999994,65.93,22.187,2.318,0.49,1.16,0.6573,0.7473,43.76,137.94,0.0,0.0,122.36,0.125,STOCKOUT_RISK,EXPEDITE_ORDER,HIGH_STOCKOUT_RISK,62.0,False,0.38,0.713,HIGH,0.713,False,2026-06-19T14:14:10.153622
SKU-00301,Fluids,Vancouver Island,Retail,186.66,192.99,0.0339,41.7,41.561163828389155,7783.722000000001,8020.889007240823,2103.7650000000003,2359.842882175936,256.0778821759359,0.2942121353438002,0.0,0.0,-0.1,0.38,Increase,NO_MATERIAL_OPPORTUNITY,MAX_MOVE,Pending,v2.0.0-inventory-engine,Increase,NO_MATERIAL_OPPORTUNITY,256.0778821759359,32.06,44.459999999999994,65.93,22.187,2.318,0.49,1.16,0.6573,0.7473,43.76,137.94,0.0,0.0,122.36,0.125,STOCKOUT_RISK,EXPEDITE_ORDER,HIGH_STOCKOUT_RISK,62.0,False,0.38,0.713,HIGH,0.713,False,2026-06-19T14:14:10.153703
SKU-00301,Fluids,Vancouver Island,Trade,174.03,183.99,0.0572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.37,Increase,MAP_CONSTRAINT,"MAP,STOCKOUT_PROTECTION,MAP",Pending,v2.0.0-inventory-engine,Increase,MAP_CONSTRAINT,0.0,32.06,44.459999999999994,65.93,22.187,2.318,0.49,1.16,0.6573,0.7473,43.76,137.94,0.0,0.0,122.36,0.125,STOCKOUT_RISK,EXPEDITE_ORDER,HIGH_STOCKOUT_RISK,62.0,False,0.37,0.71,HIGH,0.71,False,2026-06-19T14:14:10.153784
SKU-00302,Batteries,Interior,Fleet,108.56,122.99,0.1329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.305,Increase,PRICE_LADDER_CONSTRAINT,"MAP,TIER_LADDER,STOCKOUT_PROTECTION,MAP",Pending,v2.0.0-inventory-engine,Increase,PRICE_LADDER_CONSTRAINT,0.0,93.68,78.5,39.867,9.455,0.658,2.35,4.32,0.2949,0.0,18.65,75.6,0.0,0.0,83.34,0.782,OBSOLETE_RISK,STOP_OR_DELAY_ORDER,OBSOLESCENCE_STOP_ORDER,0.0,False,0.305,0.695,MEDIUM,0.695,False,2026-06-19T14:14:10.153865
SKU-00302,Batteries,Interior,Retail,127.16,127.99,0.0065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.48,Hold,NO_MATERIAL_OPPORTUNITY,,Pending,v2.0.0-inventory-engine,Hold,NO_MATERIAL_OPPORTUNITY,0.0,93.68,78.5,39.867,9.455,0.658,2.35,4.32,0.2949,0.0,18.65,75.6,0.0,0.0,83.34,0.782,OBSOLETE_RISK,STOP_OR_DELAY_ORDER,OBSOLESCENCE_STOP_ORDER,0.0,False,0.48,0.756,HIGH,0.756,False,2026-06-19T14:14:10.153944
SKU-00302,Batteries,Interior,Trade,118.74,122.99,0.0358,39.19,39.0524232715719,4653.4205999999995,4803.057538170628,1323.4462999999996,1484.7731327851634,161.3268327851638,0.3091308236441987,54.62757672842811,1.398826811553948,-0.1,0.435,Increase,PRICE_LADDER_CONSTRAINT,"MAX_MOVE,TIER_LADDER,STOCKOUT_PROTECTION",Pending,v2.0.0-inventory-engine,Increase,PRICE_LADDER_CONSTRAINT,161.3268327851638,93.68,78.5,39.867,9.455,0.658,2.35,4.32,0.2949,0.0,18.65,75.6,0.0,0.0,83.34,0.782,OBSOLETE_RISK,STOP_OR_DELAY_ORDER,OBSOLESCENCE_STOP_ORDER,0.0,False,0.435,0.74,HIGH,0.74,False,2026-06-19T14:14:10.154026
SKU-00302,Batteries,Lower Mainland,Fleet,109.73,122.99,0.1208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.28,Manual Review,PRICE_LADDER_CONSTRAINT,"MAP,TIER_LADDER,STOCKOUT_PROTECTION,MAP",Pending,v2.0.0-inventory-engine,Manual Review,PRICE_LADDER_CONSTRAINT,0.0,0.8,44.38,48.25,3.995,67.367,0.02,0.94,0.9875,1.0,7.88,76.81,0.0,0.0,76.78,0.782,STOCKOUT_RISK,EXPEDITE_ORDER,HIGH_STOCKOUT_RISK,36.0,True,0.28,0.678,MEDIUM,0.678,False,2026-06-19T14:14:10.154107
SKU-00302,Batteries,Lower Mainland,Retail,126.86,130.99,0.0326,22.37,22.298448201802813,2837.8582,2920.873729954151,937.0793000000001,1026.1745862469659,89.09528624696577,0.3513245285899688,0.0,0.0,-0.1,0.335,Increase,NO_MATERIAL_OPPORTUNITY,MAX_MOVE,Pending,v2.0.0-inventory-engine,Increase,NO_MATERIAL_OPPORTUNITY,89.09528624696577,0.8,44.38,48.25,3.995,67.367,0.02,0.94,0.9875,1.0,7.88,76.81,0.0,0.0,76.78,0.782,STOCKOUT_RISK,EXPEDITE_ORDER,HIGH_STOCKOUT_RISK,36.0,True,0.335,0.697,MEDIUM,0.697,False,2026-06-19T14:14:10.154192
SKU-00302,Batteries,Lower Mainland,Trade,120.63,124.99,0.0361,40.98,40.83475554396555,4943.417399999999,5103.936095440254,1461.3467999999998,1634.2069168695011,172.86011686950133,0.32018561484918795,0.0,0.0,-0.1,0.335,Increase,NO_MATERIAL_OPPORTUNITY,MAX_MOVE,Pending,v2.0.0-inventory-engine,Increase,NO_MATERIAL_OPPORTUNITY,172.86011686950133,0.8,44.38,48.25,3.995,67.367,0.02,0.94,0.9875,1.0,7.88,76.81,0.0,0.0,76.78,0.782,STOCKOUT_RISK,EXPEDITE_ORDER,HIGH_STOCKOUT_RISK,36.0,True,0.335,0.697,MEDIUM,0.697,False,2026-06-19T14:14:10.154276
SKU-00302,Batteries,Northern BC,Fleet,110.22,122.99,0.1159,27.04,26.74519371237298,2980.3487999999998,3289.391374684753,682.7599999999998,1016.8522649444208,334.092264944421,0.30913082364419875,106.21480628762703,3.9713605154592493,-0.1,0.48,Increase,PRICE_LADDER_CONSTRAINT,"MAX_MOVE,MAP,TIER_LADDER,MAP",Pending,v2.0.0-inventory-engine,Increase,PRICE_LADDER_CONSTRAINT,334.092264944421,278.75,73.88,31.69,7.829,0.201,8.8,11.13,0.2217,0.0,15.44,60.71,99.11,8421.38,0.0,0.632,OBSOLETE_RISK,INTER_REGION_TRANSFER,REGIONAL_IMBALANCE_TRANSFER,0.0,True,0.48,0.756,HIGH,0.756,False,2026-06-19T14:14:10.154357
SKU-00302,Batteries,Northern BC,Retail,128.04,140.99,0.1011,22.98,22.75965946936025,2942.3592,3208.884388585102,989.7485999999999,1274.9961234735615,285.2475234735616,0.3973331441946238,61.920340530639756,2.7206180573131515,-0.1,0.525,Increase,NO_MATERIAL_OPPORTUNITY,MAX_MOVE,Pending,v2.0.0-inventory-engine,Increase,NO_MATERIAL_OPPORTUNITY,285.2475234735616,278.75,73.88,31.69,7.829,0.201,8.8,11.13,0.2217,0.0,15.44,60.71,99.11,8421.38,0.0,0.632,OBSOLETE_RISK,INTER_REGION_TRANSFER,REGIONAL_IMBALANCE_TRANSFER,0.0,True,0.525,0.772,HIGH,0.772,False,2026-06-19T14:14:10.154436
SKU-00302,Batteries,Northern BC,Trade,116.99,122.99,0.0513,29.38,29.2334239865148,3437.1661999999997,3595.4188161014554,940.7475999999997,1111.4547799672928,170.7071799672931,0.30913082364419875,31.8765760134852,1.090415410394269,-0.1,0.535,Increase,PRICE_LADDER_CONSTRAINT,"MAX_MOVE,TIER_LADDER,STOCKOUT_PROTECTION,MAP",Pending,v2.0.0-inventory-engine,Increase,PRICE_LADDER_CONSTRAINT,170.7071799672931,278.75,73.88,31.69,7.829,0.201,8.8,11.13,0.2217,0.0,15.44,60.71,99.11,8421.38,0.0,0.632,OBSOLETE_RISK,INTER_REGION_TRANSFER,REGIONAL_IMBALANCE_TRANSFER,0.0,True,0.535,0.775,HIGH,0.775,False,2026-06-19T14:14:10.154517
SKU-00302,Batteries,Vancouver Island,Fleet,107.8,122.99,0.1409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.4,Increase,PRICE_LADDER_CONSTRAINT,"MAP,TIER_LADDER,STOCKOUT_PROTECTION,MAP",Pending,v2.0.0-inventory-engine,Increase,PRICE_LADDER_CONSTRAINT,0.0,37.95,62.73,32.246,5.605,1.307,1.18,3.12,0.487,0.0,11.05,57.12,0.0,0.0,54.81,0.632,STOCKOUT_RISK,NO_ACTION,ON_ORDER_SUFFICIENT,0.0,True,0.4,0.72,HIGH,0.72,False,2026-06-19T14:14:10.154598
