sku_id,product_name,category,subcategory,brand_tier,private_label_flag,unit_cost,regular_retail_price,minimum_margin_pct,minimum_advertised_price,supplier,lead_time_days,case_pack,product_age_weeks,lifecycle_stage,base_demand,true_price_elasticity,seasonality_strength,inventory_holding_cost,obsolescence_risk,minimum_order_quantity
SKU-00285,Calipers - Premium #285,Brakes,Calipers,Premium,False,362.85,539.27,0.127,481.36,Northern Dist,20,6,128,Mature,39.12,-0.545,0.0,16.2646,0.146,1
SKU-00286,Alternator - Economy #286,Electrical,Alternator,Economy,False,24.77,40.92,0.128,38.41,AutoParts Co,28,1,90,Mature,52.9,-0.793,0.0,1.2509,0.222,24
SKU-00287,Jacks - Premium #287,Tools,Jacks,Premium,False,135.84,182.33,0.137,164.25,AutoParts Co,21,1,55,Mature,17.95,-0.498,0.0,6.5472,0.018,24
SKU-00288,Wrenches - Private Label #288,Tools,Wrenches,Private Label,True,175.68,234.08,0.162,213.18,Northern Dist,44,6,71,Growth,3.88,-0.615,0.0,3.5339,0.286,6
SKU-00289,Oil Filter - Mid-Tier #289,Filters,Oil Filter,Mid-Tier,False,360.15,628.47,0.171,572.08,AutoParts Co,20,1,48,Mature,112.18,-1.038,0.0,10.2814,0.202,6
SKU-00290,Transmission Fluid - Private Label #290,Fluids,Transmission Fluid,Private Label,True,311.94,423.82,0.14,367.6,ValueLine Parts,32,1,106,Mature,13.18,-2.492,0.524,13.2456,0.204,6
SKU-00291,Brake Fluid - Private Label #291,Brakes,Brake Fluid,Private Label,True,275.77,460.67,0.151,419.99,Pacific Supply,19,6,59,Growth,25.78,-0.594,0.0,14.5306,0.202,12
SKU-00292,Struts - Private Label #292,Suspension,Struts,Private Label,True,176.27,308.81,0.121,284.97,AutoParts Co,41,6,46,Mature,12.83,-0.924,0.0,9.7242,0.158,6
SKU-00293,Wrenches - Mid-Tier #293,Tools,Wrenches,Mid-Tier,False,112.67,174.75,0.15,150.66,AutoParts Co,37,1,185,Decline,15.6,-0.763,0.0,8.214,0.071,12
SKU-00294,Brake Fluid - Mid-Tier #294,Brakes,Brake Fluid,Mid-Tier,False,215.58,384.24,0.194,362.31,AutoParts Co,44,1,175,Decline,48.28,-1.152,0.0,5.6827,0.125,24
SKU-00295,Starter - Premium #295,Electrical,Starter,Premium,False,348.93,467.7,0.134,403.04,AutoParts Co,5,1,134,Decline,35.7,-0.952,0.0,26.9482,0.052,24
SKU-00296,Transmission Fluid - Premium #296,Fluids,Transmission Fluid,Premium,False,105.14,130.57,0.114,119.36,AutoParts Co,12,1,42,Growth,36.4,-1.757,0.432,2.556,0.074,1
SKU-00297,Air Filter - Private Label #297,Filters,Air Filter,Private Label,True,498.15,896.76,0.142,771.65,AutoParts Co,38,1,5,New,20.48,-2.015,0.0,20.1152,0.062,12
SKU-00298,Sockets - Private Label #298,Tools,Sockets,Private Label,True,168.44,218.67,0.15,190.2,AutoParts Co,42,6,73,Mature,5.14,-0.719,0.0,9.0804,0.169,1
SKU-00299,Sockets - Mid-Tier #299,Tools,Sockets,Mid-Tier,False,220.56,290.16,0.119,258.51,ValueLine Parts,32,6,147,Decline,16.65,-0.349,0.0,10.7637,0.273,1
SKU-00300,Motor Oil - Economy #300,Fluids,Motor Oil,Economy,False,275.34,350.08,0.139,311.83,Northern Dist,34,12,73,Growth,66.08,-1.445,0.377,20.7824,0.149,1
SKU-00301,Coolant - Premium #301,Fluids,Coolant,Premium,False,136.21,188.92,0.172,183.9,Northern Dist,10,1,39,Growth,66.6,-1.73,0.54,10.5161,0.125,6
SKU-00302,Marine Battery - Economy #302,Batteries,Marine Battery,Economy,False,84.97,128.4,0.112,122.31,ValueLine Parts,10,12,193,Decline,56.23,-1.491,0.564,4.9985,0.132,1
SKU-00303,Spark Plugs - Premium #303,Engine Components,Spark Plugs,Premium,False,526.38,791.52,0.116,719.17,Pacific Supply,22,6,69,Mature,26.15,-1.304,0.0,39.6856,0.166,1
SKU-00304,Motor Oil - Premium #304,Fluids,Motor Oil,Premium,False,54.97,89.6,0.184,78.33,AutoParts Co,29,1,18,New,27.21,-2.449,0.436,4.0849,0.096,12
SKU-00305,Transmission Fluid - Mid-Tier #305,Fluids,Transmission Fluid,Mid-Tier,False,156.39,271.98,0.11,256.36,ValueLine Parts,28,12,119,Mature,42.45,-1.635,0.329,10.3606,0.155,1
SKU-00306,Car Battery - Mid-Tier #306,Batteries,Car Battery,Mid-Tier,False,433.27,590.17,0.148,574.61,Northern Dist,9,1,56,Mature,32.05,-0.922,0.599,21.1247,0.242,6
SKU-00307,Power Steering - Economy #307,Fluids,Power Steering,Economy,False,315.27,447.45,0.151,409.96,Northern Dist,29,1,28,Mature,57.32,-2.767,0.518,16.3116,0.02,1
SKU-00308,Control Arms - Mid-Tier #308,Suspension,Control Arms,Mid-Tier,False,20.46,32.29,0.144,29.19,Pacific Supply,21,1,96,Mature,43.95,-1.125,0.0,1.1223,0.012,6
SKU-00309,Bushings - Premium #309,Suspension,Bushings,Premium,False,228.21,298.7,0.152,264.78,Pacific Supply,32,1,66,Mature,21.41,-0.698,0.0,10.0981,0.166,12
SKU-00310,Bushings - Economy #310,Suspension,Bushings,Economy,False,497.86,672.48,0.179,620.18,ValueLine Parts,30,12,192,Decline,78.9,-0.872,0.0,31.6365,0.047,24
SKU-00311,Gaskets - Mid-Tier #311,Engine Components,Gaskets,Mid-Tier,False,649.33,819.98,0.113,704.4,AutoParts Co,28,24,50,Mature,45.08,-1.205,0.0,23.8874,0.161,24
SKU-00312,Brake Pads - Premium #312,Brakes,Brake Pads,Premium,False,55.67,72.81,0.181,62.89,ValueLine Parts,34,1,177,Decline,60.2,-0.77,0.0,1.3192,0.14,1
SKU-00313,Wrenches - Economy #313,Tools,Wrenches,Economy,False,143.07,181.25,0.157,158.43,AutoParts Co,15,1,70,Mature,5.36,-0.461,0.0,5.7325,0.054,24
SKU-00314,Cabin Filter - Economy #314,Filters,Cabin Filter,Economy,False,92.35,137.9,0.126,134.72,Northern Dist,5,6,175,Decline,95.03,-2.451,0.0,3.9764,0.262,1
SKU-00315,Control Arms - Economy #315,Suspension,Control Arms,Economy,False,392.59,658.26,0.148,603.06,Pacific Supply,16,1,86,Mature,68.65,-0.797,0.0,12.4633,0.242,1
SKU-00316,Starter - Premium #316,Electrical,Starter,Premium,False,267.72,452.59,0.107,386.49,Northern Dist,43,12,33,Mature,23.76,-0.988,0.0,9.9025,0.247,24
SKU-00317,Gaskets - Mid-Tier #317,Engine Components,Gaskets,Mid-Tier,False,656.09,1082.89,0.176,1060.99,ValueLine Parts,39,1,28,Mature,18.51,-1.217,0.0,29.0549,0.258,24
SKU-00318,Wiring Harness - Premium #318,Electrical,Wiring Harness,Premium,False,180.91,276.7,0.113,267.45,ValueLine Parts,12,6,141,Decline,72.96,-1.328,0.0,10.1825,0.034,24
SKU-00319,Alternator - Premium #319,Electrical,Alternator,Premium,False,297.0,493.84,0.14,448.32,Northern Dist,37,1,199,Decline,55.67,-0.852,0.0,18.661,0.299,1
SKU-00320,Wiring Harness - Premium #320,Electrical,Wiring Harness,Premium,False,278.99,383.73,0.194,357.47,AutoParts Co,13,12,6,New,64.25,-0.928,0.0,5.631,0.19,24
SKU-00321,Bushings - Economy #321,Suspension,Bushings,Economy,False,427.55,599.8,0.182,552.78,AutoParts Co,40,6,137,Decline,17.72,-0.867,0.0,10.0594,0.225,1
SKU-00322,Car Battery - Premium #322,Batteries,Car Battery,Premium,False,470.16,586.42,0.147,562.51,ValueLine Parts,24,6,184,Decline,3.42,-1.723,0.21,12.9979,0.046,24
SKU-00323,Jacks - Premium #323,Tools,Jacks,Premium,False,285.65,465.86,0.188,427.45,AutoParts Co,27,1,113,Mature,16.74,-0.384,0.0,21.0092,0.211,24
SKU-00324,Gaskets - Mid-Tier #324,Engine Components,Gaskets,Mid-Tier,False,209.37,310.78,0.166,303.71,ValueLine Parts,27,1,65,Growth,39.08,-1.004,0.0,9.6138,0.092,1
SKU-00325,Spark Plugs - Mid-Tier #325,Engine Components,Spark Plugs,Mid-Tier,False,480.62,620.81,0.172,543.45,AutoParts Co,15,1,48,Growth,26.97,-0.883,0.0,23.2121,0.254,6
SKU-00326,Gaskets - Premium #326,Engine Components,Gaskets,Premium,False,473.96,618.97,0.176,567.88,Northern Dist,10,1,63,Growth,36.25,-1.077,0.0,13.9442,0.236,12
SKU-00327,Diagnostic Tools - Economy #327,Tools,Diagnostic Tools,Economy,False,92.84,133.86,0.16,129.78,ValueLine Parts,32,12,76,Growth,2.25,-0.612,0.0,2.696,0.085,24
SKU-00328,Battery Charger - Premium #328,Batteries,Battery Charger,Premium,False,6.11,8.96,0.13,7.83,Pacific Supply,18,6,108,Mature,19.82,-1.125,0.437,0.1728,0.079,1
SKU-00329,Alternator - Mid-Tier #329,Electrical,Alternator,Mid-Tier,False,451.47,758.09,0.137,701.13,ValueLine Parts,16,1,161,Decline,20.43,-0.876,0.0,17.2042,0.022,1
SKU-00330,Alternator - Private Label #330,Electrical,Alternator,Private Label,True,59.27,85.12,0.138,77.77,AutoParts Co,38,6,176,Decline,3.58,-0.89,0.0,3.509,0.202,24
SKU-00331,Wiring Harness - Mid-Tier #331,Electrical,Wiring Harness,Mid-Tier,False,78.74,118.89,0.104,113.8,Pacific Supply,11,24,132,Decline,27.52,-1.037,0.0,2.4012,0.054,6
SKU-00332,Air Filter - Private Label #332,Filters,Air Filter,Private Label,True,121.56,211.23,0.128,197.34,Pacific Supply,25,24,133,Decline,82.0,-2.439,0.0,8.4739,0.291,1
SKU-00333,Struts - Economy #333,Suspension,Struts,Economy,False,396.25,524.97,0.186,465.35,AutoParts Co,44,6,38,Growth,43.62,-0.757,0.0,28.144,0.299,12
SKU-00334,Brake Pads - Mid-Tier #334,Brakes,Brake Pads,Mid-Tier,False,242.06,352.53,0.186,334.96,ValueLine Parts,22,1,57,Growth,50.21,-1.187,0.0,10.614,0.129,1
SKU-00335,Car Battery - Economy #335,Batteries,Car Battery,Economy,False,164.09,248.26,0.152,239.34,AutoParts Co,39,1,119,Mature,25.42,-1.666,0.372,10.7957,0.081,12
SKU-00336,Calipers - Economy #336,Brakes,Calipers,Economy,False,426.03,684.94,0.156,646.68,ValueLine Parts,26,12,85,Mature,20.28,-0.723,0.0,16.6268,0.2,12
SKU-00337,Marine Battery - Mid-Tier #337,Batteries,Marine Battery,Mid-Tier,False,49.58,77.45,0.187,67.26,AutoParts Co,31,1,184,Decline,4.31,-1.397,0.596,2.0492,0.09,12
SKU-00338,Spark Plugs - Economy #338,Engine Components,Spark Plugs,Economy,False,74.98,117.98,0.1,110.65,Northern Dist,33,1,53,Mature,62.04,-1.4,0.0,4.6656,0.297,1
SKU-00339,Spark Plugs - Mid-Tier #339,Engine Components,Spark Plugs,Mid-Tier,False,145.11,226.15,0.176,193.32,Northern Dist,6,24,184,Decline,25.67,-1.157,0.0,4.3192,0.116,6
SKU-00340,Battery Charger - Economy #340,Batteries,Battery Charger,Economy,False,44.14,64.17,0.108,60.2,Northern Dist,35,1,41,Mature,78.54,-0.93,0.469,3.3001,0.197,6
SKU-00341,Fuel Filter - Premium #341,Filters,Fuel Filter,Premium,False,250.89,402.75,0.12,353.4,Pacific Supply,3,1,174,Decline,46.46,-1.033,0.0,14.3974,0.278,12
SKU-00342,Belts - Economy #342,Engine Components,Belts,Economy,False,688.58,904.6,0.111,883.36,AutoParts Co,31,12,131,Decline,25.68,-0.909,0.0,27.1216,0.093,6
SKU-00343,Motor Oil - Mid-Tier #343,Fluids,Motor Oil,Mid-Tier,False,226.07,331.62,0.122,322.34,ValueLine Parts,14,24,184,Decline,10.52,-1.778,0.449,9.0101,0.067,1
SKU-00344,Starter - Mid-Tier #344,Electrical,Starter,Mid-Tier,False,166.35,222.76,0.165,190.88,ValueLine Parts,12,6,57,Mature,15.72,-1.126,0.0,3.3362,0.147,1
SKU-00345,Shocks - Mid-Tier #345,Suspension,Shocks,Mid-Tier,False,497.43,869.58,0.122,774.19,ValueLine Parts,31,1,43,Mature,11.85,-0.975,0.0,22.3863,0.262,6
SKU-00346,Spark Plugs - Mid-Tier #346,Engine Components,Spark Plugs,Mid-Tier,False,555.18,969.64,0.145,834.67,Northern Dist,37,24,25,New,33.86,-1.137,0.0,40.2471,0.089,1
SKU-00347,Wrenches - Mid-Tier #347,Tools,Wrenches,Mid-Tier,False,95.16,148.28,0.114,128.18,AutoParts Co,42,1,141,Decline,23.66,-0.734,0.0,6.2429,0.224,12
SKU-00348,Belts - Mid-Tier #348,Engine Components,Belts,Mid-Tier,False,688.13,1104.05,0.147,973.54,Pacific Supply,31,1,72,Mature,33.2,-1.018,0.0,33.5185,0.162,6
SKU-00349,Pistons - Private Label #349,Engine Components,Pistons,Private Label,True,287.01,399.11,0.113,354.65,Pacific Supply,6,1,102,Mature,15.05,-1.531,0.0,19.4061,0.081,1
SKU-00350,Coolant - Mid-Tier #350,Fluids,Coolant,Mid-Tier,False,100.93,138.85,0.159,127.17,Northern Dist,14,24,180,Decline,36.85,-2.562,0.417,2.4435,0.108,12
SKU-00351,Diagnostic Tools - Mid-Tier #351,Tools,Diagnostic Tools,Mid-Tier,False,131.86,179.51,0.192,160.59,ValueLine Parts,10,1,177,Decline,17.36,-0.682,0.0,3.6752,0.195,6
SKU-00352,Oil Filter - Economy #352,Filters,Oil Filter,Economy,False,146.53,183.01,0.104,166.1,AutoParts Co,25,1,48,Mature,31.63,-1.574,0.0,7.173,0.278,1
SKU-00353,Cabin Filter - Mid-Tier #353,Filters,Cabin Filter,Mid-Tier,False,494.77,616.62,0.193,564.34,ValueLine Parts,31,1,98,Mature,58.22,-1.744,0.0,29.4532,0.175,12
SKU-00354,Cabin Filter - Economy #354,Filters,Cabin Filter,Economy,False,201.68,246.31,0.145,209.56,ValueLine Parts,14,12,143,Decline,19.01,-2.388,0.0,7.7681,0.299,12
SKU-00355,Pistons - Mid-Tier #355,Engine Components,Pistons,Mid-Tier,False,697.05,949.79,0.175,824.22,Pacific Supply,34,1,93,Mature,3.31,-1.052,0.0,53.898,0.102,1
SKU-00356,Fuel Filter - Mid-Tier #356,Filters,Fuel Filter,Mid-Tier,False,422.11,685.98,0.144,601.7,AutoParts Co,20,12,40,Growth,90.27,-2.431,0.0,19.4908,0.178,6
SKU-00357,Cabin Filter - Economy #357,Filters,Cabin Filter,Economy,False,256.32,452.83,0.143,385.84,Northern Dist,18,12,145,Decline,70.76,-2.145,0.0,9.3503,0.203,1
SKU-00358,Diagnostic Tools - Mid-Tier #358,Tools,Diagnostic Tools,Mid-Tier,False,132.99,218.89,0.191,202.95,AutoParts Co,16,12,84,Mature,18.76,-0.65,0.0,3.2478,0.013,24
SKU-00359,Car Battery - Premium #359,Batteries,Car Battery,Premium,False,440.07,623.99,0.127,565.2,Pacific Supply,20,1,5,New,12.76,-1.366,0.462,29.2759,0.068,1
SKU-00360,Wrenches - Premium #360,Tools,Wrenches,Premium,False,285.63,410.99,0.163,350.58,Pacific Supply,14,24,161,Decline,22.27,-0.661,0.0,17.0615,0.043,12
SKU-00361,Coolant - Premium #361,Fluids,Coolant,Premium,False,224.05,345.51,0.143,304.67,Northern Dist,27,12,51,Growth,45.24,-1.687,0.289,9.6902,0.115,6
SKU-00362,Fuel Filter - Economy #362,Filters,Fuel Filter,Economy,False,173.45,295.06,0.185,254.98,Pacific Supply,12,24,120,Mature,119.97,-1.457,0.0,8.07,0.088,1
SKU-00363,Jacks - Mid-Tier #363,Tools,Jacks,Mid-Tier,False,159.32,274.68,0.179,251.29,AutoParts Co,44,6,178,Decline,18.04,-0.656,0.0,11.5931,0.045,1
SKU-00364,Sockets - Premium #364,Tools,Sockets,Premium,False,125.41,221.62,0.132,211.85,ValueLine Parts,19,6,46,Mature,10.79,-0.426,0.0,4.5832,0.265,1
SKU-00365,Sockets - Mid-Tier #365,Tools,Sockets,Mid-Tier,False,153.21,244.55,0.129,231.96,ValueLine Parts,30,1,133,Decline,16.14,-0.485,0.0,6.4084,0.22,24
SKU-00366,Jacks - Private Label #366,Tools,Jacks,Private Label,True,184.64,333.06,0.153,317.77,Northern Dist,12,1,40,Mature,17.59,-0.502,0.0,6.3285,0.294,12
SKU-00367,Wrenches - Premium #367,Tools,Wrenches,Premium,False,84.25,116.6,0.171,101.52,Pacific Supply,17,1,16,New,6.66,-0.72,0.0,3.5576,0.102,6
SKU-00368,Calipers - Economy #368,Brakes,Calipers,Economy,False,40.05,54.53,0.187,50.48,Northern Dist,11,12,125,Mature,38.28,-0.912,0.0,2.9974,0.274,24
SKU-00369,Car Battery - Mid-Tier #369,Batteries,Car Battery,Mid-Tier,False,84.51,114.66,0.133,106.9,ValueLine Parts,14,12,43,Growth,2.54,-1.591,0.542,3.4921,0.183,1
SKU-00370,Fuel Filter - Mid-Tier #370,Filters,Fuel Filter,Mid-Tier,False,179.83,275.02,0.122,257.47,Northern Dist,35,12,37,Growth,58.35,-1.35,0.0,11.1698,0.127,12
SKU-00371,Oil Filter - Mid-Tier #371,Filters,Oil Filter,Mid-Tier,False,106.16,170.15,0.12,151.07,Pacific Supply,28,24,157,Decline,58.12,-1.74,0.0,7.4732,0.265,6
SKU-00372,Sockets - Economy #372,Tools,Sockets,Economy,False,106.8,161.78,0.103,137.67,Pacific Supply,28,1,128,Mature,13.6,-0.374,0.0,7.8758,0.065,1
SKU-00373,Power Steering - Economy #373,Fluids,Power Steering,Economy,False,124.17,159.34,0.132,143.68,ValueLine Parts,29,24,33,Growth,66.79,-2.407,0.264,4.1636,0.132,6
SKU-00374,Power Steering - Economy #374,Fluids,Power Steering,Economy,False,140.97,209.87,0.155,194.83,Pacific Supply,9,1,27,Growth,14.57,-2.711,0.321,7.1581,0.191,24
SKU-00375,Rotors - Mid-Tier #375,Brakes,Rotors,Mid-Tier,False,254.07,343.09,0.134,311.82,ValueLine Parts,19,1,121,Mature,19.42,-0.846,0.0,7.3606,0.111,24
SKU-00376,Diagnostic Tools - Mid-Tier #376,Tools,Diagnostic Tools,Mid-Tier,False,29.7,52.28,0.141,49.77,AutoParts Co,34,24,38,Mature,10.89,-0.592,0.0,1.2433,0.298,1
SKU-00377,Calipers - Economy #377,Brakes,Calipers,Economy,False,323.51,542.38,0.186,500.74,AutoParts Co,34,12,136,Decline,49.92,-0.994,0.0,15.2154,0.058,24
SKU-00378,Wiring Harness - Economy #378,Electrical,Wiring Harness,Economy,False,90.02,137.49,0.175,133.6,AutoParts Co,28,12,103,Mature,74.26,-1.372,0.0,2.0908,0.157,12
SKU-00379,Jacks - Mid-Tier #379,Tools,Jacks,Mid-Tier,False,172.97,257.85,0.104,233.9,ValueLine Parts,42,1,157,Decline,8.19,-0.693,0.0,5.7375,0.149,1
SKU-00380,Battery Charger - Premium #380,Batteries,Battery Charger,Premium,False,24.74,32.61,0.184,30.35,Pacific Supply,16,1,102,Mature,26.88,-1.181,0.572,1.8247,0.15,24
SKU-00381,Power Steering - Mid-Tier #381,Fluids,Power Steering,Mid-Tier,False,330.92,415.6,0.147,365.0,AutoParts Co,6,1,73,Growth,47.98,-2.7,0.382,26.2989,0.282,6
SKU-00382,Fuel Filter - Economy #382,Filters,Fuel Filter,Economy,False,368.08,510.46,0.175,442.13,Northern Dist,38,24,85,Mature,78.83,-2.002,0.0,11.213,0.024,1
SKU-00383,Oil Filter - Premium #383,Filters,Oil Filter,Premium,False,254.58,375.84,0.166,338.27,Northern Dist,33,6,51,Growth,12.49,-2.495,0.0,18.7613,0.176,12
SKU-00384,Motor Oil - Premium #384,Fluids,Motor Oil,Premium,False,339.09,582.32,0.197,528.51,ValueLine Parts,13,12,137,Decline,60.76,-2.249,0.417,10.2452,0.143,1
SKU-00385,Alternator - Premium #385,Electrical,Alternator,Premium,False,30.78,54.1,0.107,46.5,AutoParts Co,35,24,174,Decline,77.09,-1.004,0.0,1.3631,0.14,1
SKU-00386,Control Arms - Mid-Tier #386,Suspension,Control Arms,Mid-Tier,False,65.72,82.94,0.156,71.56,ValueLine Parts,21,24,11,New,39.48,-1.228,0.0,1.3319,0.066,1
SKU-00387,Brake Pads - Economy #387,Brakes,Brake Pads,Economy,False,458.14,644.91,0.141,607.91,AutoParts Co,32,1,146,Decline,10.4,-0.761,0.0,24.689,0.05,24
SKU-00388,Alternator - Mid-Tier #388,Electrical,Alternator,Mid-Tier,False,233.08,362.11,0.151,317.28,Northern Dist,5,1,63,Mature,39.39,-1.387,0.0,15.9059,0.228,1
SKU-00389,Power Steering - Economy #389,Fluids,Power Steering,Economy,False,214.34,304.11,0.119,284.22,AutoParts Co,13,1,82,Mature,71.08,-1.864,0.347,8.5035,0.262,1
SKU-00390,Spark Plugs - Private Label #390,Engine Components,Spark Plugs,Private Label,True,663.68,1128.94,0.138,1070.62,Northern Dist,10,6,100,Mature,58.14,-1.138,0.0,51.4057,0.098,12
SKU-00391,Pistons - Mid-Tier #391,Engine Components,Pistons,Mid-Tier,False,107.58,176.92,0.155,157.45,Pacific Supply,25,24,149,Decline,36.97,-1.113,0.0,6.4645,0.231,24
SKU-00392,Coolant - Premium #392,Fluids,Coolant,Premium,False,134.83,169.6,0.155,157.68,Pacific Supply,29,1,198,Decline,28.16,-1.638,0.205,5.0794,0.063,24
SKU-00393,Belts - Mid-Tier #393,Engine Components,Belts,Mid-Tier,False,290.63,448.72,0.135,404.52,ValueLine Parts,35,1,19,New,33.74,-1.568,0.0,7.3207,0.194,24
SKU-00394,Marine Battery - Premium #394,Batteries,Marine Battery,Premium,False,77.46,117.83,0.192,106.86,Pacific Supply,13,1,12,New,61.74,-1.422,0.497,3.2122,0.235,1
SKU-00395,Wiring Harness - Economy #395,Electrical,Wiring Harness,Economy,False,415.57,557.68,0.134,477.1,Northern Dist,18,1,142,Decline,25.25,-0.544,0.0,26.349,0.227,1
SKU-00396,Diagnostic Tools - Private Label #396,Tools,Diagnostic Tools,Private Label,True,202.46,314.26,0.19,305.05,Pacific Supply,30,1,43,Growth,20.66,-0.502,0.0,5.7764,0.271,1
SKU-00397,Bushings - Private Label #397,Suspension,Bushings,Private Label,True,216.79,356.38,0.183,317.55,ValueLine Parts,27,6,100,Mature,4.36,-1.198,0.0,12.7934,0.208,1
SKU-00398,Wiring Harness - Premium #398,Electrical,Wiring Harness,Premium,False,415.37,545.94,0.17,519.65,AutoParts Co,35,6,145,Decline,20.56,-1.292,0.0,13.0616,0.142,1
SKU-00399,Fuses - Mid-Tier #399,Electrical,Fuses,Mid-Tier,False,196.9,354.24,0.146,321.08,Pacific Supply,7,1,64,Growth,55.65,-1.047,0.0,11.993,0.068,12
SKU-00400,Control Arms - Mid-Tier #400,Suspension,Control Arms,Mid-Tier,False,366.03,505.4,0.116,444.47,Northern Dist,16,6,32,Growth,62.43,-0.727,0.0,23.2936,0.146,1
SKU-00401,Alternator - Private Label #401,Electrical,Alternator,Private Label,True,78.14,107.84,0.138,98.53,AutoParts Co,8,6,9,New,74.73,-0.636,0.0,6.0198,0.247,12
SKU-00402,Spark Plugs - Mid-Tier #402,Engine Components,Spark Plugs,Mid-Tier,False,533.27,756.7,0.173,652.23,AutoParts Co,42,12,121,Mature,17.93,-0.936,0.0,14.7982,0.245,1
SKU-00403,Fuel Filter - Economy #403,Filters,Fuel Filter,Economy,False,480.46,643.23,0.183,576.18,Pacific Supply,24,12,134,Decline,73.19,-1.694,0.0,14.6411,0.28,12
SKU-00404,Motor Oil - Economy #404,Fluids,Motor Oil,Economy,False,100.0,124.56,0.169,107.67,AutoParts Co,36,1,38,Mature,6.31,-2.63,0.524,5.1103,0.038,1
SKU-00405,Wiring Harness - Premium #405,Electrical,Wiring Harness,Premium,False,472.52,618.55,0.168,536.08,Pacific Supply,30,24,22,New,46.7,-1.269,0.0,10.1854,0.01,1
SKU-00406,Fuses - Private Label #406,Electrical,Fuses,Private Label,True,456.73,784.41,0.114,708.77,ValueLine Parts,12,24,75,Growth,53.73,-0.68,0.0,32.7136,0.083,1
SKU-00407,Pistons - Mid-Tier #407,Engine Components,Pistons,Mid-Tier,False,218.82,282.8,0.151,244.52,ValueLine Parts,23,1,70,Growth,15.14,-1.099,0.0,14.6955,0.182,6
SKU-00408,Calipers - Mid-Tier #408,Brakes,Calipers,Mid-Tier,False,166.92,211.22,0.198,184.37,Northern Dist,26,6,109,Mature,13.36,-1.065,0.0,5.8378,0.135,6
SKU-00409,Control Arms - Mid-Tier #409,Suspension,Control Arms,Mid-Tier,False,458.05,621.26,0.12,605.17,Pacific Supply,37,6,147,Decline,67.63,-0.733,0.0,18.6908,0.253,1
SKU-00410,Marine Battery - Economy #410,Batteries,Marine Battery,Economy,False,187.85,229.16,0.196,211.16,AutoParts Co,43,12,62,Growth,44.95,-1.142,0.316,11.319,0.142,12
SKU-00411,Belts - Premium #411,Engine Components,Belts,Premium,False,157.36,245.4,0.188,218.25,Northern Dist,13,1,71,Growth,74.5,-1.334,0.0,4.1027,0.061,24
SKU-00412,Pistons - Economy #412,Engine Components,Pistons,Economy,False,171.4,294.2,0.115,250.79,AutoParts Co,8,1,52,Mature,27.43,-1.199,0.0,10.3876,0.257,24
SKU-00413,Diagnostic Tools - Economy #413,Tools,Diagnostic Tools,Economy,False,107.44,171.51,0.172,166.98,Pacific Supply,20,1,17,New,15.73,-0.516,0.0,7.2488,0.18,6
SKU-00414,Brake Fluid - Economy #414,Brakes,Brake Fluid,Economy,False,458.05,646.69,0.157,589.62,Pacific Supply,40,1,115,Mature,7.25,-0.828,0.0,24.2233,0.171,24
SKU-00415,Brake Pads - Mid-Tier #415,Brakes,Brake Pads,Mid-Tier,False,217.43,345.92,0.105,326.0,Northern Dist,39,1,185,Decline,50.92,-0.999,0.0,10.0947,0.252,24
SKU-00416,Power Steering - Mid-Tier #416,Fluids,Power Steering,Mid-Tier,False,159.33,246.35,0.161,209.73,AutoParts Co,5,6,17,New,59.32,-1.828,0.507,7.2139,0.062,1
SKU-00417,Belts - Premium #417,Engine Components,Belts,Premium,False,541.58,722.97,0.171,619.05,Pacific Supply,5,1,37,Mature,63.15,-1.15,0.0,31.0666,0.076,12
SKU-00418,Power Steering - Mid-Tier #418,Fluids,Power Steering,Mid-Tier,False,95.45,164.15,0.144,152.13,Northern Dist,41,12,19,New,24.52,-2.223,0.281,2.6722,0.227,12
SKU-00419,Sockets - Premium #419,Tools,Sockets,Premium,False,52.06,68.2,0.17,60.25,Northern Dist,31,1,72,Mature,21.85,-0.354,0.0,2.7565,0.16,12
SKU-00420,Gaskets - Mid-Tier #420,Engine Components,Gaskets,Mid-Tier,False,308.64,526.91,0.137,459.74,ValueLine Parts,5,6,36,Growth,3.18,-1.133,0.0,20.4196,0.269,1
SKU-00421,Wiring Harness - Premium #421,Electrical,Wiring Harness,Premium,False,269.54,457.63,0.175,406.3,ValueLine Parts,27,1,118,Mature,68.62,-1.364,0.0,18.7116,0.038,24
SKU-00422,Brake Fluid - Mid-Tier #422,Brakes,Brake Fluid,Mid-Tier,False,210.2,364.96,0.184,312.95,ValueLine Parts,26,1,152,Decline,62.24,-0.769,0.0,12.8564,0.04,24
SKU-00423,Shocks - Economy #423,Suspension,Shocks,Economy,False,498.39,628.13,0.11,596.25,AutoParts Co,35,24,64,Mature,64.44,-1.255,0.0,29.4204,0.104,6
SKU-00424,Belts - Mid-Tier #424,Engine Components,Belts,Mid-Tier,False,551.04,953.08,0.116,928.11,AutoParts Co,18,1,62,Mature,73.3,-1.11,0.0,32.192,0.238,12
SKU-00425,Fuses - Economy #425,Electrical,Fuses,Economy,False,38.48,49.94,0.195,48.74,AutoParts Co,16,12,49,Growth,61.25,-0.436,0.0,0.9679,0.187,1
SKU-00426,Cabin Filter - Premium #426,Filters,Cabin Filter,Premium,False,31.31,39.22,0.191,37.13,ValueLine Parts,18,24,100,Mature,55.46,-1.102,0.0,1.2866,0.226,12
